start	end	strand	name	symbol	locus_tag
2505119	2505775	-	stage III sporulation ratchet engulfment protein SpoIIIAH	spoIIIAH	BSUA_RS13245
2505776	2506465	-	stage III sporulation protein AG	spoIIIAG	BSUA_RS13250
2506458	2507078	-	stage III sporulation protein AF	spoIIIAF	BSUA_RS13255
2507092	2508291	-	stage III sporulation protein AE	spoIIIAE	BSUA_RS13260
2508310	2508711	-	stage III sporulation protein AD	spoIIIAD	BSUA_RS13265
2508718	2508924	-	stage III sporulation protein AC	spoIIIAC	BSUA_RS13270
2508947	2509462	-	stage III sporulation protein SpoAB	spoIIIAB	BSUA_RS13275
2509456	2510379	-	stage III sporulation protein AA	spoIIIAA	BSUA_RS13280
2510455	2510736	-	YqhV family protein	yqhV	BSUA_RS13285
2510881	2511438	-	elongation factor P	efp	BSUA_RS13290
2511463	2512524	-	aminopeptidase PapA	papA	BSUA_RS13295
2512521	2512967	-	type II 3-dehydroquinate dehydratase	aroQ	BSUA_RS13300
2513054	2513590	-	hypothetical protein		BSUA_RS13305
2513817	2514773	+	DUF1385 domain-containing protein	yqhQ	BSUA_RS13310
2514813	2515208	+	hypothetical protein		BSUA_RS13315
2515205	2516080	-	patatin-like phospholipase family protein	yqhO	BSUA_RS13320
2516206	2516634	-	transcriptional regulator MntR	mntR	BSUA_RS13325
2516734	2517570	-	octanoyltransferase LipM	lipM	BSUA_RS13330
2517761	2518141	+	rhodanese-like domain-containing protein	yqhL	BSUA_RS13335
2518176	2519642	-	aminomethyl-transferring glycine dehydrogenase subunit GcvPB	gcvPB	BSUA_RS13340
2519635	2520981	-	aminomethyl-transferring glycine dehydrogenase subunit GcvPA	gcvPA	BSUA_RS13345
2521011	2522099	-	glycine cleavage system aminomethyltransferase GcvT	gcvT	BSUA_RS13350
2522541	2524214	+	DEAD/DEAH box helicase family protein	yqhH	BSUA_RS13355
2524235	2525029	+	YqhG family protein	yqhG	BSUA_RS13360
2525212	2525385	+	anti-repressor SinI family protein	sinI	BSUA_RS13365
2525419	2525754	+	transcriptional regulator SinR	sinR	BSUA_RS13370
2525847	2526632	-	biofilm matrix protein TasA	tasA	BSUA_RS13375
2526696	2527268	-	signal peptidase I	sipW	BSUA_RS13380
2527252	2528013	-	amyloid fiber anchoring/assembly protein TapA	tapA	BSUA_RS13385
2528285	2528611	+	YqzG/YhdC family protein	yqzG	BSUA_RS13390
2528653	2528832	-	YqzE family protein	spoIIT	BSUA_RS13395
2528903	2529277	-	ComG operon protein ComGG	comGG	BSUA_RS13400
2529278	2529661	-	ComG operon protein ComGF	comGF	BSUA_RS13405
2529687	2530034	-	ComG operon protein 5	comGE	BSUA_RS13410
2530018	2530449	-	comG operon protein ComGD	comGD	BSUA_RS13415
2530439	2530735	-	comG operon protein ComGC	comGC	BSUA_RS13420
2530749	2531786	-	comG operon protein ComGB	comGB	BSUA_RS13425
2531773	2532843	-	competence protein ComGA	comGA	BSUA_RS13430
2533255	2534208	-	magnesium transporter CorA	corA	BSUA_RS13440
2534351	2535679	+	hemolysin family protein	yqhB	BSUA_RS13445
2535732	2536568	-	RsbT co-antagonist protein RsbRD	rsbRD	BSUA_RS13450
2536792	2537172	-	transcriptional regulator MgsR	mgsR	BSUA_RS13460
2537404	2537649	+	DUF2626 domain-containing protein	yqgY	BSUA_RS13465
2537689	2538324	-	MBL fold metallo-hydrolase	yqgX	BSUA_RS13470
2538481	2538654	+	DUF2759 domain-containing protein	yqgW	BSUA_RS13475
2538686	2539000	-	MTH1187 family thiamine-binding protein	yqgV	BSUA_RS13480
2539003	2540064	-	lipoprotein	yqgU	BSUA_RS13485
2540126	2541256	-	M14 family metallocarboxypeptidase	yqgT	BSUA_RS13490
2541339	2543255	-	LTA synthase family protein	ltaSC	BSUA_RS13495
2543372	2544337	-	glucose kinase GlcK	glcK	BSUA_RS13500
2544348	2544563	-	YqgQ family protein	yqgQ	BSUA_RS13505
2544673	2546196	-	rhomboid protease YqgP	yqgP	BSUA_RS13510
2546286	2546459	-	hypothetical protein		BSUA_RS13515
2546526	2547089	-	5-formyltetrahydrofolate cyclo-ligase	folN	BSUA_RS13520
2547174	2547323	-	50S ribosomal protein L33	rpmG	BSUA_RS13525
2547407	2548486	-	glycosyltransferase family 4 protein	yqgM	BSUA_RS13530
2548483	2548953	-	hypothetical protein		BSUA_RS13535
2549133	2549486	+	hypothetical protein		BSUA_RS13540
2549483	2549947	+	endolytic transglycosylase MltG	yqzC	BSUA_RS13545
2549976	2550758	-	phosphate ABC transporter ATP-binding protein	pstBB	BSUA_RS13550
2550769	2551578	-	phosphate ABC transporter ATP-binding protein	pstBA	BSUA_RS13555
2551599	2552483	-	phosphate ABC transporter permease PstA	pstA	BSUA_RS13560
2552483	2553412	-	phosphate ABC transporter permease subunit PstC	pstC	BSUA_RS13565
2553481	2554383	-	phosphate ABC transporter substrate-binding protein	pstS	BSUA_RS13570
2554537	2556687	-	penicillin-binding protein 2A	pbpA	BSUA_RS13575
2556801	2558093	-	MFS transporter	yqgE	BSUA_RS13580
2558200	2558808	-	superoxide dismutase SodA	sodA	BSUA_RS13585
2558987	2559469	-	DUF456 domain-containing protein	yqgC	BSUA_RS13590
2559579	2560346	+	DUF1189 domain-containing protein	yqgB	BSUA_RS13595
2560762	2561190	-	cell wall-binding protein YqgA	yqgA	BSUA_RS13600
2561467	2561766	+	LysM domain-containing protein	yqfZ	BSUA_RS13605
2561889	2563022	+	flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase	ispG	BSUA_RS13610
2563048	2563437	-	DUF308 domain-containing protein	yqfX	BSUA_RS13615
2563570	2564151	+	nucleotidase		BSUA_RS13620
2564194	2564631	-	zinc uptake transcriptional repressor Zur	zur	BSUA_RS13625
2564769	2565650	-	YitT family protein	yqfU	BSUA_RS13630
2565766	2566020	+	DUF2624 domain-containing protein	yqfT	BSUA_RS13635
2566047	2566940	-	deoxyribonuclease IV	nfo	BSUA_RS13640
2566950	2568266	-	DEAD-box ATP-dependent RNA helicase CshB	cshB	BSUA_RS13645
2568435	2569178	+	YqfQ family protein	yqfQ	BSUA_RS13650
2569301	2570245	+	4-hydroxy-3-methylbut-2-enyl diphosphate reductase	ispH	BSUA_RS13655
2570268	2571389	-	Nif3-like dinuclear metal center hexameric protein	yqfO	BSUA_RS13660
2571382	2572071	-	tRNA (adenine(22)-N(1))-methyltransferase TrmK	trmK	BSUA_RS13665
2572289	2572651	-	cytochrome c-550	cccA	BSUA_RS13670
2572980	2574095	-	RNA polymerase sigma factor RpoD	rpoD	BSUA_RS13675
2574294	2576105	-	DNA primase	dnaG	BSUA_RS13680
2576139	2576633	-	YaiI/YqxD family protein	yqxD	BSUA_RS13685
2576887	2577699	-	kinase/pyrophosphorylase	ppsR	BSUA_RS13690
2577725	2578363	-	transcriptional regulator CcpN	ccpN	BSUA_RS13695
2578496	2580535	-	glycine--tRNA ligase subunit beta	glyS	BSUA_RS13700
2580528	2581415	-	glycine--tRNA ligase subunit alpha	glyQ	BSUA_RS13705
2581712	2582479	-	DNA repair protein RecO	recO	BSUA_RS13710
2582516	2582659	-	YqzL family protein	yqzL	BSUA_RS13715
2582807	2583712	-	GTPase Era	era	BSUA_RS13720
2583693	2584103	-	cytidine deaminase	cdd	BSUA_RS13725
2584222	2584593	-	diacylglycerol kinase family protein	unpK	BSUA_RS13730
2584574	2585047	-	rRNA maturation RNase YbeY	ybeY	BSUA_RS13735
2585048	2587183	-	cyclic-di-AMP phosphodiesterase PgpH	pgpH	BSUA_RS13740
2587262	2588221	-	PhoH family protein	phoH	BSUA_RS13750
2588218	2589414	-	sporulation protein YqfD	yqfD	BSUA_RS13755
2589433	2589714	-	sporulation protein YqfC	yqfC	BSUA_RS13760
2589771	2590190	-	hypothetical protein		BSUA_RS13765
2590215	2591210	-	flotillin-like protein FloA	floA	BSUA_RS13770
2591232	2592545	-	nodulation protein NfeD	nfeDA	BSUA_RS13775
2592676	2593122	-	GatB/YqeY domain-containing protein	yqeY	BSUA_RS13780
2593137	2593310	-	30S ribosomal protein S21	rpsU	BSUA_RS13785
2593483	2594406	+	Na/Pi symporter	yqeW	BSUA_RS13790
2594443	2595798	-	tRNA (N(6)-L-threonylcarbamoyladenosine(37)-C(2))-methylthiotransferase MtaB	mtaB	BSUA_RS13795
2595798	2596568	-	16S rRNA (uracil(1498)-N(3))-methyltransferase	rsmE	BSUA_RS13800
2596591	2597526	-	50S ribosomal protein L11 methyltransferase	prmA	BSUA_RS13805
2597551	2598678	-	molecular chaperone DnaJ	dnaJ	BSUA_RS13810
2598878	2600713	-	molecular chaperone DnaK	dnaK	BSUA_RS13815
2600737	2601300	-	nucleotide exchange factor GrpE	grpE	BSUA_RS13820
2601372	2602403	-	heat-inducible transcriptional repressor HrcA	hrcA	BSUA_RS13825
2602484	2603623	-	radical SAM family heme chaperone HemW	hemW	BSUA_RS13830
2603676	2605514	-	translation elongation factor 4	lepA	BSUA_RS13835
2605648	2605986	-	YqxA family protein	yqxA	BSUA_RS13840
2606003	2607208	-	spore autolysin SpoIIP	spoIIP	BSUA_RS13845
2607271	2608377	-	GPR endopeptidase	gpr	BSUA_RS13850
2608581	2608847	+	30S ribosomal protein S20	rpsT	BSUA_RS13855
2608862	2609905	-	DNA polymerase III subunit delta	holA	BSUA_RS13860
2609945	2610094	-			BSUA_RS22840
2610135	2610269	+	YqzM family protein	yqzM	BSUA_RS13865
2610309	2612639	-	DNA internalization-related competence protein ComEC/Rec2	comEC	BSUA_RS13870
2612643	2613212	-	ComE operon protein 2	comEB	BSUA_RS13875
2613279	2613896	-	competence protein ComEA	comEA	BSUA_RS13880
2613980	2614801	+	late competence protein ComER	comER	BSUA_RS13885
2614867	2615610	-	methyltransferase domain-containing protein	yqeM	BSUA_RS13890
2615607	2615963	-	ribosome silencing factor	rsfS	BSUA_RS13895
2615981	2616541	-	bis(5'-nucleosyl)-tetraphosphatase (symmetrical) YqeK	yqeK	BSUA_RS13900
2616531	2617100	-	nicotinate-nucleotide adenylyltransferase	nadD	BSUA_RS13905
2617112	2617402	-	ribosome assembly RNA-binding protein YhbY	yhbY	BSUA_RS13910
2617396	2618238	-	shikimate dehydrogenase	aroE	BSUA_RS13915
2618256	2619356	-	ribosome biogenesis GTPase YqeH	yqeH	BSUA_RS13920
2619360	2619878	-	YqeG family HAD IIIA-type phosphatase	yqeG	BSUA_RS13925
2620240	2620380	+	sporulation histidine kinase inhibitor Sda		BSUA_RS13930
2620686	2621417	-	SGNH/GDSL hydrolase family protein	yqeF	BSUA_RS13940
2621669	2622421	-	N-acetylmuramoyl-L-alanine amidase CwlH	cwlH	BSUA_RS13945
2622608	2623234	+	TVP38/TMEM64 family protein	yqeD	BSUA_RS13950
2623253	2624146	-	decarboxylating 6-phosphogluconate dehydrogenase	gnd	BSUA_RS13955
2624398	2625120	+	hypothetical protein	yqeB	BSUA_RS13960
2625153	2625563	-	sporulation-specific Dnase NucB	nucB	BSUA_RS13965
2625759	2626106	+			BSUA_RS13970
2626137	2627639	-	site-specific DNA recombinase SpoIVCA	spoIVCA	BSUA_RS13975
2628088	2628507	-	thioredoxin-dependent arsenate reductase	arsC	BSUA_RS13980
2628519	2629559	-	arsenite efflux transporter Acr3	acr3	BSUA_RS13985
2629582	2630022	-	glyoxalase/bleomycin resistance/dioxygenase family protein	yqcK	BSUA_RS13990
2630083	2630400	-	arsenical resistance operon transcriptional regulator ArsR	arsR	BSUA_RS13995
2630772	2631536	-	YqcI/YcgG family protein	yqcI	BSUA_RS14000
2631979	2633106	+	response regulator aspartate phosphatase RapE	rapE	BSUA_RS14005
2633096	2633230	+	phosphatase RapE inhibitor PhrE	phrE	BSUA_RS14010
2633340	2633498	+	hypothetical protein		BSUA_RS14015
2633868	2635463	+	type II toxin-antitoxin system toxin ribonuclease YqcG	yqcG	BSUA_RS14020
2635478	2636056	+	type II toxin-antitoxin system antitoxin YqcF	yqxf	BSUA_RS14025
2636174	2636320	+			BSUA_RS22845
2636317	2636679	-	hypothetical protein		BSUA_RS14035
2636695	2637174	-	hypothetical protein		BSUA_RS14040
2637339	2638157	-	N-acetylmuramoyl-L-alanine amidase CwlA	cwlA	BSUA_RS14045
2638202	2638624	-	holin family protein	yqxH	BSUA_RS14050
2638669	2639562	-	hypothetical protein	yqxG	BSUA_RS14055
2639650	2639814	-	XkdX family protein	yqcE	BSUA_RS14060
2639811	2640146	-	XkdW family protein	yqcD	BSUA_RS14065
2640156	2641256	-	pyocin knob domain-containing protein	yqcC	BSUA_RS14070
2641259	2641531	-	hypothetical protein		BSUA_RS14075
2641528	2642106	-	YmfQ family protein	yqcA	BSUA_RS14080
2642090	2643136	-	baseplate J/gp47 family protein	yqbT	BSUA_RS14085
2643129	2643554	-	DUF2634 domain-containing protein	yqbS	BSUA_RS14090
2643567	2643830	-	DUF2577 family protein	yqbR	BSUA_RS14095
2643827	2644807	-	hypothetical protein	yqbQ	BSUA_RS14100
2644820	2645479	-	LysM peptidoglycan-binding domain-containing protein	yqbP	BSUA_RS14105
2645472	2650229	-	transglycosylase SLT domain-containing protein	yqbO	BSUA_RS14110
2650232	2650369	-			BSUA_RS14115
2650411	2650860	-	phage portal protein		BSUA_RS14120
2651006	2651185	+	type I toxin-antitoxin system toxin TxpA	txpA	BSUA_RS14125
2651565	2651654	+		bsrH	BSUA_RS22850
2651908	2652351	-	phage tail tube protein	yqbM	BSUA_RS14130
2652354	2653754	-	phage tail sheath family protein	yqbK	BSUA_RS14135
2653755	2653946	-	hypothetical protein		BSUA_RS14140
2653943	2654380	-	hypothetical protein	yqbJ	BSUA_RS14145
2654393	2654896	-	HK97 gp10 family phage protein	yqbI	BSUA_RS14150
2654893	2655255	-	YqbH/XkdH family protein	yqbH	BSUA_RS14155
2655252	2655647	-	DUF3199 family protein	yqbG	BSUA_RS14160
2655651	2655962	-	YqbF domain-containing protein	yqbF	BSUA_RS14165
2655973	2656908	-	phage major capsid protein	yqbE	BSUA_RS14170
2656927	2657895	-	phage portal protein	yqbD	BSUA_RS14175
2657928	2658581	-	hypothetical protein		BSUA_RS14180
2658622	2659539	-	phage head morphogenesis protein	yqbB	BSUA_RS14185
2659536	2661068	-	phage portal protein	yqbA	BSUA_RS14190
2661072	2662367	-	PBSX family phage terminase large subunit	yqaT	BSUA_RS14195
2662360	2663079	-	hypothetical protein		BSUA_RS14200
2663147	2663611	-	hypothetical protein		BSUA_RS14205
2663755	2664210	-	hypothetical protein	yqaQ	BSUA_RS14210
2664408	2665337	+	hypothetical protein		BSUA_RS14215
2665411	2665617	-	XtrA/YqaO family protein	yqaO	BSUA_RS14220
2665699	2666127	-	RusA family crossover junction endodeoxyribonuclease	yqaN	BSUA_RS14225
2666223	2666372	-	hypothetical protein		BSUA_RS14235
2666363	2667304	-	ATP-binding protein	sknM	BSUA_RS14240
2667186	2667863	-	DNA-binding protein	yqaL	BSUA_RS14245
2667939	2668793	-	recombinase RecT	yqaK	BSUA_RS14250
2668796	2669755	-	YqaJ viral recombinase family protein	yqaJ	BSUA_RS14255
2669861	2670055	-	hypothetical protein		BSUA_RS14260
2670015	2670188	-			BSUA_RS22855
2670185	2670442	-	hypothetical protein		BSUA_RS14265
2670439	2671008	-	helix-turn-helix transcriptional regulator	yqaG	BSUA_RS14270
2671082	2671222	-	hypothetical protein		BSUA_RS14275
2671252	2671482	-	helix-turn-helix transcriptional regulator	yqaF	BSUA_RS14280
2671659	2672009	+	transcriptional regulator SknR	sknR	BSUA_RS14285
2672276	2672443	-	hypothetical protein		BSUA_RS14290
2672799	2673335	-	AAA family ATPase	yqaC	BSUA_RS14295
2673604	2674122	+	ImmA/IrrE family metallo-endopeptidase	yqaB	BSUA_RS14300
2674128	2674520	+			BSUA_RS14305
2674520	2674636	+			BSUA_RS22860
2674602	2674802	-			BSUA_RS22435
2674745	2674909	-	hypothetical protein		BSUA_RS22440
2675454	2675870	-	phosphate-starvation-inducible protein PsiE	psiE	BSUA_RS14315
2675916	2677214	-	two-component system sensor histidine kinase YrkQ	yrkQ	BSUA_RS14320
2677201	2677896	-	two-component response regulator YrkP	yrkP	BSUA_RS14325
2678164	2679381	+	DUF418 domain-containing protein	yrkO	BSUA_RS14330
2679300	2679548	+			BSUA_RS22865
2679893	2680450	+	GNAT family N-acetyltransferase	yrkN	BSUA_RS14340
2680941	2681465	-	NAD(P)H-dependent oxidoreductase	yrkL	BSUA_RS14345
2681709	2682185	-	HXXEE domain-containing protein	yrkK	BSUA_RS14350
2682768	2683553	-	sulfite exporter TauE/SafE family protein	yrkJ	BSUA_RS14355
2683614	2683841	-	sulfurtransferase TusA family protein	yrkI	BSUA_RS14360
2683875	2685008	-	MBL fold metallo-hydrolase	yrkH	BSUA_RS14365
2685038	2685322	-			BSUA_RS22870
2685343	2685900	-	sulfurtransferase TusA family protein	yrkF	BSUA_RS14375
2686086	2686568	-	DsrE/DsrF/DrsH-like family protein	yrkE	BSUA_RS14380
2686715	2686975	-	metal-sensitive transcriptional regulator		BSUA_RS14385
2687699	2688259	-	cupin domain-containing protein	yrkC	BSUA_RS14390
2688485	2688631	-	hypothetical protein		BSUA_RS14400
2688801	2689622	-	multidrug efflux transcriptional regulator BltR	bltR	BSUA_RS14405
2689739	2690941	+	multidrug efflux MFS transporter Blt	blt	BSUA_RS14410
2691110	2691568	+	spermine/spermidine acetyltransferase	bltD	BSUA_RS14415
2691725	2693029	-	hemolysin family protein	yrkA	BSUA_RS14420
2693292	2693435	-	YrzO family protein	yrzO	BSUA_RS14425
2693453	2694418	-	DMT family transporter	yrdR	BSUA_RS14430
2694544	2695410	+	LysR family transcriptional regulator CzcR	czcR	BSUA_RS14435
2695533	2696570	-	NAD(P)/FAD-dependent oxidoreductase	yrdP	BSUA_RS14440
2696658	2697593	-	CDF family zinc transporter CzcD	czcD	BSUA_RS14445
2697880	2698269	-	tautomerase family protein	yrdN	BSUA_RS14450
2698603	2699493	+	glutamate biosynthesis transcriptional regulator GltR	gltR	BSUA_RS14455
2699651	2699968	-	hypothetical protein		BSUA_RS14460
2699926	2701248	-	branched-chain amino acid transport system II carrier protein	brnQ	BSUA_RS14465
2701413	2701745	-	branched-chain amino acid transporter AzlD	azlD	BSUA_RS14470
2701742	2702506	-	azaleucine resistance protein AzlC	azlC	BSUA_RS14475
2702519	2702992	-	azlBCD operon transcriptional regulator AzlB	azlB	BSUA_RS14480
2703326	2703601	-	barstar family protein	yrdF	BSUA_RS14485
2703873	2705105	-	cytochrome P450	cypA	BSUA_RS14490
2705498	2705647	-	hypothetical protein		BSUA_RS23070
2705746	2706309	-	cysteine hydrolase	yrdC	BSUA_RS14500
2706538	2706909	-	YrdB family protein	yrdB	BSUA_RS14505
2707375	2707491	+			BSUA_RS22875
2707719	2708222	-	DinB family protein	yrdA	BSUA_RS14510
2708448	2709302	-	aminoglycoside 6-adenylyltransferase AadK	aadK	BSUA_RS14515
2709681	2710724	+	nitronate monooxygenase	yrpB	BSUA_RS14520
2711074	2711871	+	glutamate racemase	murI	BSUA_RS14525
2712252	2712959	+	hypothetical protein		BSUA_RS14530
2713535	2713612	+		yrpDX	BSUA_RS22475
2713899	2714060	-	hypothetical protein		BSUA_RS22880
2714123	2714878	-	metal-binding protein ZinT	zinT	BSUA_RS14540
2715010	2715540	-	RNA polymerase sigma factor SigZ	sigZ	BSUA_RS14545
2715675	2716655	+	aldo/keto reductase	yrpG	BSUA_RS14550
2716929	2718245	-	CitMHS family transporter	yraO	BSUA_RS14555
2718360	2719229	-	LysR family transcriptional regulator	yraN	BSUA_RS14560
2719374	2720477	+	isomerase	prpF	BSUA_RS14565
2720750	2721583	-	chitosanase	csn	BSUA_RS14570
2722026	2722289	+	hypothetical protein		BSUA_RS14575
2722426	2723241	+	alpha/beta hydrolase	yraK	BSUA_RS14580
2723649	2724005	-	SH3 domain-containing protein	yraJ	BSUA_RS14585
2724058	2724417	-	SH3 domain-containing protein	yraI	BSUA_RS14590
2724689	2724790	-			BSUA_RS22885
2724933	2725319	-	VOC family protein	yraH	BSUA_RS14595
2725568	2725813	+	spore coat protein F-like protein YraG	yraG	BSUA_RS14600
2725831	2726199	+	spore coat protein	yraF	BSUA_RS14605
2726218	2727354	+	glutathione-dependent formaldehyde dehydrogenase	adhB	BSUA_RS14610
2727373	2727570	+	hypothetical protein		BSUA_RS14615
2727586	2727885	+	spore coat protein	yraD	BSUA_RS14620
2728148	2728570	-	aldehyde stress transcriptional regulator AdhR	adhR	BSUA_RS14625
2728753	2728947	+	carboxymuconolactone decarboxylase	yrzP	BSUA_RS14630
2729078	2730127	+	formaldehyde dehydrogenase AdhA	adhA	BSUA_RS14635
2730258	2730767	+	cysteine protease YraA	yraA	BSUA_RS14640
2730809	2732842	-	levanase	sacC	BSUA_RS14645
2732999	2733826	-	PTS fructose transporter subunit IID	levG	BSUA_RS14650
2733847	2734656	-	PTS fructose transporter subunit IIC	levF	BSUA_RS14655
2734673	2735161	-	PTS fructose transporter subunit IIB	levE	BSUA_RS14660
2735161	2735601	-	PTS fructose transporter subunit IIA	levD	BSUA_RS14665
2735791	2738598	-	transcriptional regulator LevR	levR	BSUA_RS14670
2739145	2739285	+			BSUA_RS22890
2739324	2740712	+	amino acid permease	aapA	BSUA_RS14675
2740808	2741440	-	LysE family transporter	yrhP	BSUA_RS14680
2741593	2742420	+	TrmB family transcriptional regulator	yrhO	BSUA_RS14685
2742616	2743116	+	RNA polymerase sigma factor SigV	sigV	BSUA_RS14690
2743116	2743973	+	anti-sigma-V factor RsiV	rsiV	BSUA_RS14695
2744084	2745988	+	peptidoglycan O-acetyltransferase OatA	oatA	BSUA_RS14700
2746122	2746412	+	YrhK family protein	yrhK	BSUA_RS14705
2746656	2749820	-	bifunctional cytochrome P450/NADPH--P450 reductase CypB	cypB	BSUA_RS14710
2749836	2750420	-	transcriptional regulator FatR	fatR	BSUA_RS14715
2750643	2751185	-	class I SAM-dependent methyltransferase	yrhH	BSUA_RS14720
2751374	2751532	-			BSUA_RS22895
2751689	2751838	-	YrzI family small protein	yrzI	BSUA_RS14725
2752228	2753028	-	formate/nitrite transporter family protein	yrhG	BSUA_RS14730
2753291	2753659	-	DUF2294 domain-containing protein	yrhF	BSUA_RS14735
2753975	2756917	+	formate dehydrogenase subunit alpha	fdhF	BSUA_RS14740
2756936	2757418	+	DUF1641 domain-containing protein	yrhD	BSUA_RS14745
2757454	2757684	-	YrhC family protein	yrhC	BSUA_RS14750
2757767	2758906	-	bifunctional cystathionine gamma-lyase/homocysteine desulfhydrase	mccB	BSUA_RS14755
2758908	2759831	-	O-acetylserine dependent cystathionine beta-synthase	mccA	BSUA_RS14760
2759896	2760591	-	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase	mtnN	BSUA_RS14765
2760612	2761253	-	class I SAM-dependent methyltransferase	yrrT	BSUA_RS14770
2761446	2761649	+	YrzA family protein	yrzA	BSUA_RS14775
2761686	2762387	-	YrrS family protein	yrrS	BSUA_RS14780
2762452	2764206	-	penicillin-binding protein 2	pbpI	BSUA_RS14785
2764260	2764733	-	transcription elongation factor GreA	greA	BSUA_RS14790
